pet1_breed,pet1_size,pet1_energy,pet1_temperament,pet1_age,pet1_social,pet1_weight,pet2_breed,pet2_size,pet2_energy,pet2_temperament,pet2_age,pet2_social,pet2_weight,compatibility_score
Corgi,small,medium,friendly,9,0.7461125146415852,12,Beagle,medium,high,friendly,10,0.847654639758424,55,1.0
Pomeranian,small,medium,bold,9,0.23130426915014102,5,Husky,large,high,energetic,3,0.5304889987810117,96,0.1488002270880252
Boxer,large,low,playful,9,0.7589783800648393,85,Border Collie,medium,low,intelligent,12,0.8577603580923496,29,0.917296648265861
Poodle,medium,medium,intelligent,5,0.6502551044431986,51,Shih Tzu,small,low,calm,3,0.5271376892140804,12,0.7239882239833029
Rottweiler,large,high,protective,2,0.49229607379283125,64,Labrador,large,high,friendly,1,1.0,87,0.9403201186841708
Labrador,large,high,friendly,8,0.8566721862119279,64,Corgi,small,medium,friendly,1,0.8111783150835796,8,0.7391153329188012
Beagle,medium,high,friendly,3,0.9377642691145606,32,Corgi,small,medium,friendly,1,0.6267770082468194,6,0.9448310979727138
Golden Retriever,large,high,friendly,1,0.7638798184557107,76,Golden Retriever,large,high,friendly,10,0.8021260954021505,96,0.9813280540399352
Boxer,large,high,playful,1,0.7559876263364053,72,Shih Tzu,small,medium,calm,7,0.6713826307688313,10,0.40474103663013056
Husky,large,low,energetic,3,0.5793371418565929,85,Chihuahua,small,high,nervous,12,0.546404698050024,22,0.04795610615803685
Golden Retriever,large,high,friendly,7,0.9472846577324185,71,Husky,large,high,energetic,10,0.7650372183688056,81,0.9814752314014308
Corgi,small,medium,friendly,7,0.7632016687280512,8,Labrador,large,high,friendly,3,1.0,67,0.796880780793719
Corgi,small,medium,friendly,9,1.0,24,Border Collie,medium,high,intelligent,12,0.8297434848596723,49,0.8725744767469015
Labrador,large,medium,friendly,10,0.7889971732976688,97,German Shepherd,large,high,protective,9,0.5655725175716734,77,0.897600082542408
Beagle,medium,high,friendly,8,0.8473787437685558,38,Chihuahua,small,medium,nervous,10,0.6159304793336962,14,0.7134612799663992
Labrador,large,high,friendly,9,0.888803519792059,81,Corgi,small,medium,friendly,7,0.7862872314736205,24,0.876663240480915
Poodle,medium,medium,intelligent,14,0.6312024003654804,26,Poodle,medium,medium,intelligent,8,0.5467250247276015,50,0.8820506366901251
Rottweiler,large,medium,protective,9,0.4174896604902684,69,Golden Retriever,large,medium,friendly,7,1.0,78,0.9568648828034937
Corgi,small,medium,friendly,14,0.7451272037790381,23,Poodle,medium,medium,intelligent,6,0.7403214194216341,33,0.7344524811801879
Husky,large,medium,energetic,12,0.45523702068714433,86,Beagle,medium,high,friendly,3,0.7852990286580819,39,0.5260046468112409
Poodle,medium,medium,intelligent,1,0.8705930397581269,47,Shih Tzu,small,high,calm,10,0.638122110851383,10,0.5883339983074796
Husky,large,high,energetic,3,0.6181906603938492,72,Shih Tzu,small,low,calm,11,0.5230487276045288,16,0.250151718471548
Pomeranian,small,medium,bold,9,0.5187946487345765,15,Chihuahua,small,low,nervous,10,0.4446260479131555,19,0.7018850992206285
Golden Retriever,large,high,friendly,4,1.0,61,Beagle,medium,medium,friendly,12,0.8875169627556923,25,0.9251158306267263
German Shepherd,large,medium,protective,7,0.7845451479527669,66,Husky,large,low,energetic,3,0.5103163731258945,94,0.7649339040441305
Pomeranian,small,medium,bold,1,0.35080938114041305,18,Dachshund,small,medium,stubborn,2,0.47976432523650325,24,0.8291114188610007
Labrador,large,high,friendly,10,0.7853297940115962,70,German Shepherd,large,high,protective,13,0.7109080601841536,97,0.9914500849575304
Chihuahua,small,medium,nervous,1,0.4038122880816465,10,Dachshund,small,medium,stubborn,2,0.5299558826833937,12,0.8859272808793782
German Shepherd,large,high,protective,10,0.4828080800293317,69,Golden Retriever,large,high,friendly,1,0.8935406218429545,63,0.8002022144037927
Labrador,large,medium,friendly,5,0.9598783574755366,70,Border Collie,medium,high,intelligent,5,0.7366721975765339,25,1.0
Labrador,large,high,friendly,6,1.0,63,Shih Tzu,small,high,calm,7,0.7674392327857857,22,0.9125645032670567
Shih Tzu,small,low,calm,13,0.706867469447786,11,Poodle,medium,medium,intelligent,6,0.7832425298490553,32,0.5535976162871726
Beagle,medium,high,friendly,9,0.932774526661407,35,Boxer,large,medium,playful,8,0.7941554459017756,91,0.9184210971863457
Labrador,large,medium,friendly,11,0.8568813531920098,68,Corgi,small,medium,friendly,11,0.6020591271289516,14,0.9506829387120485
Pomeranian,small,medium,bold,7,0.4357024557370337,11,Shih Tzu,small,low,calm,1,0.4402494169222949,19,0.5460992151585562
Dachshund,small,medium,stubborn,3,0.4464476007730672,8,Shih Tzu,small,low,calm,6,0.5972076919761415,16,0.7835451332423375
Corgi,small,medium,friendly,14,0.5595487643316072,10,Shih Tzu,small,low,calm,1,0.5794908360290285,16,0.6915534715554055
Rottweiler,large,medium,protective,6,0.5352627756702788,95,Husky,large,medium,energetic,6,0.8159553693672268,87,1.0
Beagle,medium,high,friendly,2,0.7097638987410535,44,Corgi,small,medium,friendly,1,0.7675376331786343,17,1.0
Bulldog,medium,high,calm,4,0.544443643018893,41,Border Collie,medium,high,intelligent,13,0.7323713329344073,43,0.7772817699699096
Pomeranian,small,medium,bold,8,0.42443503410640787,6,Chihuahua,small,medium,nervous,7,0.4747289598594535,5,0.9008908435455238
German Shepherd,large,high,protective,6,0.4690527901347906,69,Chihuahua,small,medium,nervous,13,0.41250068160427455,19,0.29753185320553566
Border Collie,medium,medium,intelligent,10,0.6088035235487114,32,German Shepherd,large,high,protective,14,0.6165519206147954,96,0.6330316912636296
Border Collie,medium,high,intelligent,11,0.8597540022953687,28,Boxer,large,low,playful,11,0.8637612400209475,84,0.6536697769435428
Shih Tzu,small,medium,calm,7,0.5614588812703527,10,Boxer,large,high,playful,6,0.8343076790892521,96,0.5305454066586754
Boxer,large,medium,playful,4,0.7695742701374163,97,Border Collie,medium,medium,intelligent,2,0.6603628594476906,50,0.8629777342595012
Chihuahua,small,medium,nervous,11,0.4659461647261148,11,Bulldog,medium,low,calm,12,0.7586049908033516,30,0.8140772254592562
German Shepherd,large,medium,protective,5,0.5435822240431442,67,Border Collie,medium,high,intelligent,11,0.594320920959282,33,0.6591069046763804
Corgi,small,high,friendly,13,0.5580392057787449,23,Husky,large,low,energetic,7,0.8480211546145919,84,0.1176824579298572
Beagle,medium,high,friendly,5,0.9069707509555482,38,Chihuahua,small,medium,nervous,1,0.4334965654712803,22,0.669112514248847
Husky,large,high,energetic,2,0.684429720157198,68,Border Collie,medium,high,intelligent,6,0.5152865831386139,50,0.7999544845350695
Poodle,medium,medium,intelligent,7,0.8415649026916077,27,German Shepherd,large,medium,protective,14,0.5396810787506906,64,0.7267971945436583
Rottweiler,large,medium,protective,14,0.5562029368548081,98,Golden Retriever,large,high,friendly,9,0.9996716257761213,85,0.7755620453648164
Golden Retriever,large,high,friendly,7,0.8782653261627358,94,Corgi,small,medium,friendly,10,0.7495839071731167,14,0.7976692666450046
Pomeranian,small,medium,bold,1,0.5354282279493902,13,Corgi,small,medium,friendly,5,0.7407113923965071,5,0.9391970463148336
Shih Tzu,small,low,calm,9,0.6279326601641275,19,Shih Tzu,small,low,calm,14,0.5477944520758535,19,1.0
Labrador,large,low,friendly,9,0.8894349186785067,68,Rottweiler,large,low,protective,9,0.44820330836571787,75,0.9879346706124221
Rottweiler,large,medium,protective,3,0.5332535541448667,69,Pomeranian,small,medium,bold,3,0.44624811447615303,7,0.6148398424898277
Chihuahua,small,medium,nervous,8,0.4962142533667402,14,Dachshund,small,medium,stubborn,14,0.5370388582664556,12,0.8656460817253372
Boxer,large,high,playful,12,0.8841558396280581,87,Bulldog,medium,low,calm,4,0.6144214945346747,27,0.33145987206707095
Pomeranian,small,medium,bold,4,0.6127537182230548,21,Golden Retriever,large,high,friendly,14,0.9339819200964862,75,0.2929860026924299
Bulldog,medium,low,calm,6,0.6759447163573147,49,Poodle,medium,medium,intelligent,6,0.6309149868659765,41,0.8571445268259313
Boxer,large,high,playful,9,0.9054982523859618,70,German Shepherd,large,high,protective,7,0.5662326703530145,64,1.0
Pomeranian,small,medium,bold,6,0.2935323202610247,22,Shih Tzu,small,low,calm,3,0.46073604398706647,6,0.6430028847299669
Boxer,large,high,playful,14,0.7352145430513,67,Bulldog,medium,low,calm,1,0.9264086385751968,33,0.4248563137019163
Labrador,large,high,friendly,2,0.8358713311635781,95,Border Collie,medium,medium,intelligent,10,0.7549199293003347,58,0.6603831029758017
Shih Tzu,small,low,calm,3,0.6791418398193082,5,Chihuahua,small,medium,nervous,7,0.2946663469879113,18,0.5712920668477645
Bulldog,medium,medium,calm,6,0.621713658444015,50,Pomeranian,small,medium,bold,6,0.3919463971127846,24,0.9720871054421527
German Shepherd,large,high,protective,12,0.7798160952481817,61,German Shepherd,large,high,protective,10,0.5493682256957549,97,0.9314673099250359
German Shepherd,large,high,protective,6,0.6424440085754054,86,Shih Tzu,small,low,calm,5,0.5802800058511979,6,0.32910537984947996
Chihuahua,small,medium,nervous,1,0.43659420935893445,6,Beagle,medium,medium,friendly,5,0.7171736766666379,46,0.8146442866315731
Beagle,medium,high,friendly,2,0.6230165774689944,42,Husky,large,high,energetic,13,0.725884802385392,83,0.7787764978062636
Border Collie,medium,high,intelligent,2,0.6414881531561957,54,Labrador,large,medium,friendly,14,0.8127265640084436,75,0.5043882844066873
Golden Retriever,large,high,friendly,3,1.0,67,Golden Retriever,large,high,friendly,7,0.863619205067633,72,0.9954354962743855
Bulldog,medium,low,calm,14,0.7934066809098541,34,Beagle,medium,high,friendly,13,0.8769710187106003,29,0.8229835795307319
Pomeranian,small,medium,bold,9,0.4642113137514929,12,Poodle,medium,high,intelligent,5,0.6232759844483161,41,0.7033169600927879
Border Collie,medium,high,intelligent,3,0.6313769447829439,33,Rottweiler,large,medium,protective,5,0.38163264110021555,84,0.7374311807545963
Dachshund,small,medium,stubborn,10,0.6594351077057404,17,Shih Tzu,small,low,calm,5,0.5791625086888353,9,0.8327805621192104
Pomeranian,small,low,bold,2,0.4985331115838102,5,Shih Tzu,small,low,calm,9,0.535247433421172,5,0.8748452327858853
Golden Retriever,large,high,friendly,5,0.8745657929300451,63,Chihuahua,small,medium,nervous,13,0.2758975651285012,22,0.29678994397315833
Chihuahua,small,low,nervous,5,0.4101807541297949,9,Labrador,large,high,friendly,6,0.6133352887627876,94,0.3926854111993695
Boxer,large,high,playful,2,0.5650403338147802,88,Chihuahua,small,high,nervous,5,0.4374923008998477,15,0.6444707660672524
Labrador,large,high,friendly,2,0.8025092459300815,91,German Shepherd,large,medium,protective,1,0.5857636957157584,82,0.8805349216369879
Beagle,medium,high,friendly,13,0.7867134467181089,49,Shih Tzu,small,low,calm,1,0.6298116337209925,13,0.281574674412552
Boxer,large,high,playful,9,0.8494106895449778,61,Shih Tzu,small,low,calm,13,0.6691745073265257,12,0.1078290157909319
Pomeranian,small,medium,bold,14,0.6043561294566903,21,Corgi,small,low,friendly,4,0.7742478638761671,11,0.6930018232864088
Border Collie,medium,high,intelligent,13,0.7345417415478304,45,Husky,large,low,energetic,7,0.6985644079419576,65,0.3763139401548406
Border Collie,medium,high,intelligent,6,0.8339554933926889,31,Rottweiler,large,medium,protective,2,0.4875413838985401,88,0.683983640476166
Border Collie,medium,high,intelligent,14,0.720808897313402,53,Rottweiler,large,medium,protective,14,0.3929940868641424,96,0.818257534306588
Husky,large,medium,energetic,13,0.7212975618856381,98,German Shepherd,large,high,protective,8,0.4757403701768444,88,0.7125686022764195
Husky,large,high,energetic,12,0.5236358581422482,74,Poodle,medium,medium,intelligent,10,0.9189280647893379,26,0.7392576509244448
Husky,large,high,energetic,11,0.8155763384873816,63,Corgi,small,medium,friendly,4,0.8341168243881221,13,0.5449086018046714
Dachshund,small,medium,stubborn,6,0.568617490685063,13,Chihuahua,small,medium,nervous,12,0.4972527435265322,19,0.8539049507808286
Shih Tzu,small,low,calm,9,0.6512941065117002,11,Corgi,small,medium,friendly,2,0.7186251022862236,24,0.8494974546972645
Labrador,large,low,friendly,8,0.87919335427109,80,Poodle,medium,high,intelligent,12,0.6784958312455702,34,0.38737512205905567
Border Collie,medium,high,intelligent,13,0.624479127146695,56,Corgi,small,medium,friendly,3,0.553079316935274,13,0.520840725456517
Shih Tzu,small,low,calm,2,0.6825557807810354,7,Beagle,medium,high,friendly,3,0.7326935621161228,25,0.573429762327609
German Shepherd,large,medium,protective,14,0.5402975261570676,84,Labrador,large,high,friendly,14,0.9849748736138638,95,0.959565401704635
Beagle,medium,high,friendly,11,0.7413942065604591,27,Bulldog,medium,high,calm,12,0.7963996617926329,58,0.9182371482359131
Poodle,medium,medium,intelligent,2,0.6910909131075936,38,Beagle,medium,high,friendly,2,0.8273174931410983,35,0.8737063819561264
Golden Retriever,large,high,friendly,10,0.895803976875713,60,German Shepherd,large,high,protective,4,0.8858197031221114,67,0.9738186460353265
Bulldog,medium,medium,calm,9,0.4897382588608858,35,Rottweiler,large,medium,protective,4,0.38539809731141655,81,0.6796511180336658
Pomeranian,small,medium,bold,5,0.4143983486405052,5,Labrador,large,high,friendly,12,0.8272884159191205,74,0.4057348657630008
Pomeranian,small,medium,bold,4,0.4488509400758492,14,Dachshund,small,medium,stubborn,1,0.6159490244821217,17,0.9447595057585565
Corgi,small,medium,friendly,5,0.7891002027384549,20,Corgi,small,medium,friendly,4,0.5110331902696555,21,1.0
German Shepherd,large,high,protective,7,0.4357233867053294,92,Bulldog,medium,low,calm,2,0.5408191559184925,29,0.262075533879001
Labrador,large,high,friendly,5,1.0,98,Husky,large,high,energetic,14,0.8218111511908768,93,0.9333523975095789
Dachshund,small,medium,stubborn,6,0.3415454861999716,9,Golden Retriever,large,high,friendly,9,0.9571056193234198,75,0.4263206543227533
Bulldog,medium,low,calm,3,0.5384133137385716,27,Labrador,large,high,friendly,1,0.8220683257636267,68,0.4626428896895754
German Shepherd,large,high,protective,10,0.7917431853536885,71,Labrador,large,high,friendly,5,0.9658295109443137,66,0.9956430595027125
Husky,large,high,energetic,13,0.754204689412709,64,Beagle,medium,high,friendly,10,0.8913591270003186,52,0.9902553384673964
Shih Tzu,small,low,calm,13,0.5812251077373372,14,Pomeranian,small,medium,bold,7,0.5816518047409946,20,0.7689738600389818
Labrador,large,low,friendly,10,0.784139004045349,93,Chihuahua,small,medium,nervous,4,0.37304834588901153,22,0.5006771730142303
Shih Tzu,small,low,calm,5,0.4519422195516324,13,Labrador,large,medium,friendly,5,0.9273557315914408,91,0.5607253088354989
Beagle,medium,high,friendly,12,0.8394688590135561,40,Corgi,small,medium,friendly,7,0.6852475657007445,6,0.9115663787184807
German Shepherd,large,high,protective,10,0.6049930453643384,66,Poodle,medium,medium,intelligent,8,0.7818063725384402,28,0.686287805394834
Boxer,large,medium,playful,2,0.820963192024798,96,Chihuahua,small,medium,nervous,9,0.3102891899480854,13,0.5137328025730208
Rottweiler,large,medium,protective,7,0.46136544523873335,86,Pomeranian,small,medium,bold,10,0.47555087776981264,17,0.4555225054802341
Poodle,medium,medium,intelligent,13,0.6876512230764857,35,Golden Retriever,large,high,friendly,10,0.9569918902925281,77,0.8744646322972655
Pomeranian,small,medium,bold,8,0.8060215141337357,7,Golden Retriever,large,high,friendly,14,0.8005381351925663,98,0.5450279095416284
Poodle,medium,low,intelligent,2,0.8740793855197573,45,Labrador,large,high,friendly,3,0.6187547955096746,70,0.5184656808391642
Beagle,medium,high,friendly,7,0.7643218847721367,37,Husky,large,medium,energetic,5,0.5902795926626077,61,0.7398137123918014
Pomeranian,small,medium,bold,5,0.4143250879754831,17,Beagle,medium,low,friendly,9,0.6399372962094566,32,0.6516774047834422
Bulldog,medium,low,calm,12,0.5981641259534474,46,Rottweiler,large,high,protective,10,0.5624463364469587,86,0.4461989409323275
Boxer,large,high,playful,12,0.7838376255346782,96,Rottweiler,large,medium,protective,7,0.39749068291782613,87,0.785244651074019
Husky,large,high,energetic,1,0.48609927583095514,67,Dachshund,small,medium,stubborn,9,0.37448086052826735,20,0.2014083779888893
Shih Tzu,small,low,calm,3,0.42110420854927877,15,Rottweiler,large,medium,protective,12,0.5585488672578852,86,0.1395103984333899
Poodle,medium,medium,intelligent,8,0.5171937890880793,41,Beagle,medium,high,friendly,4,0.8727995737145592,36,0.7764858492990288
Rottweiler,large,medium,protective,5,0.2962694665805423,96,Golden Retriever,large,high,friendly,13,0.8313916533838754,63,0.7063146857391324
Rottweiler,large,medium,protective,6,0.5016233529552978,87,Husky,large,high,energetic,8,0.722384756374488,76,0.7433731205221469
Boxer,large,high,playful,4,0.9401008910989751,89,Chihuahua,small,low,nervous,7,0.37044204084859766,23,0.2664612635721132
Poodle,medium,medium,intelligent,7,0.6036162084962666,29,Corgi,small,medium,friendly,5,0.578151437560838,8,0.9331290335584497
Rottweiler,large,medium,protective,4,0.5778523539838173,80,Golden Retriever,large,high,friendly,6,0.8136201891726478,89,0.6997173981754586
German Shepherd,large,high,protective,9,0.6005067310553197,80,Dachshund,small,medium,stubborn,9,0.643507777957875,8,0.44933008427983906
Pomeranian,small,medium,bold,13,0.47779215827556815,18,Rottweiler,large,medium,protective,4,0.5018490408222684,65,0.2559680873270071
Beagle,medium,high,friendly,14,1.0,56,Corgi,small,medium,friendly,13,0.5977251448025441,15,0.9796038240214462
Dachshund,small,medium,stubborn,9,0.46141017741558854,15,Border Collie,medium,high,intelligent,11,0.7231606768581427,26,0.7130072124438402
Husky,large,low,energetic,2,0.6500069387016414,84,Poodle,medium,medium,intelligent,10,0.746836002550642,54,0.5944869296124613
Rottweiler,large,high,protective,11,0.4735896411600127,86,Poodle,medium,medium,intelligent,11,0.6788036409482575,32,0.7571701416491007
Beagle,medium,high,friendly,9,0.8242415880210612,36,Labrador,large,high,friendly,9,1.0,85,0.9452401478750396
Shih Tzu,small,low,calm,10,0.572119426305142,22,German Shepherd,large,high,protective,9,0.4993365433283251,78,0.3213608876033201
Chihuahua,small,medium,nervous,6,0.40534629897302304,10,Shih Tzu,small,low,calm,7,0.6514596802466083,20,0.9557938517067285
Poodle,medium,medium,intelligent,5,0.8077527693667185,48,Boxer,large,high,playful,2,0.8029901174543662,65,0.8565495919344001
Chihuahua,small,low,nervous,1,0.4251361273846964,12,Pomeranian,small,medium,bold,12,0.46337779458912615,24,0.4244859014818704
Beagle,medium,high,friendly,5,0.8750286471881308,45,Bulldog,medium,low,calm,12,0.7752556152074672,43,0.6998294402646771
Border Collie,medium,high,intelligent,1,0.7014542069122375,34,Golden Retriever,large,high,friendly,10,1.0,74,0.8703170239833208
Poodle,medium,medium,intelligent,5,0.776837095503446,53,Labrador,large,high,friendly,6,0.7620986022782894,66,0.7379315868181159
Beagle,medium,high,friendly,1,0.8378921442269784,42,Chihuahua,small,medium,nervous,4,0.44452066243168165,21,0.7348271333386092
Rottweiler,large,medium,protective,3,0.542610499061221,62,Pomeranian,small,medium,bold,9,0.5763675652748509,8,0.4939180186412576
Rottweiler,large,high,protective,6,0.4525928827682583,95,Corgi,small,medium,friendly,1,0.6161421580524913,10,0.2903447526940678
Golden Retriever,large,high,friendly,3,0.789121505227939,94,Border Collie,medium,high,intelligent,5,0.6330427138737404,59,0.8439745883385618
Husky,large,medium,energetic,4,0.5992485465357813,73,Labrador,large,high,friendly,11,0.9099078608496078,97,0.7453190330873857
Poodle,medium,medium,intelligent,4,0.7974928753510633,54,Beagle,medium,high,friendly,1,0.7240325938532932,42,0.7922683594164538
Dachshund,small,medium,stubborn,13,0.2239244068961082,17,Dachshund,small,medium,stubborn,9,0.3813527425085429,18,0.7720888145855568
Beagle,medium,medium,friendly,11,0.7981220914752518,35,Rottweiler,large,medium,protective,2,0.5669950382999762,69,0.6802729009347313
Pomeranian,small,medium,bold,9,0.42728155285583713,23,Border Collie,medium,low,intelligent,10,0.6943823616875741,39,0.800594928317822
Shih Tzu,small,high,calm,5,0.44602763897308945,17,Pomeranian,small,medium,bold,7,0.6058411846560772,10,0.8475993199151752
Dachshund,small,medium,stubborn,5,0.4074467092646803,18,Dachshund,small,medium,stubborn,3,0.514661322609467,23,0.7562047058688416
Labrador,large,high,friendly,7,0.8734728977857172,84,Labrador,large,high,friendly,5,0.891436274604107,61,0.998027293293131
Rottweiler,large,medium,protective,6,0.43634626138894933,92,Border Collie,medium,low,intelligent,2,0.6344006510645827,27,0.6117752304671527
Border Collie,medium,high,intelligent,7,0.6538537929965405,37,Beagle,medium,medium,friendly,4,0.7626608239539389,34,0.7717519037669834
Husky,large,high,energetic,2,0.8801206521146367,63,Husky,large,high,energetic,7,0.9464707124210391,79,1.0
German Shepherd,large,high,protective,1,0.7899985052974405,70,Dachshund,small,medium,stubborn,4,0.4260594645393435,17,0.38189591038211823
Border Collie,medium,medium,intelligent,4,0.5917331501935628,30,Corgi,small,medium,friendly,6,0.5679486632565053,6,0.8436400322355352
Poodle,medium,high,intelligent,12,0.46785736381886633,38,Rottweiler,large,medium,protective,1,0.5091900621656993,92,0.4014139336128002
German Shepherd,large,low,protective,4,0.6235916990702991,63,Corgi,small,medium,friendly,7,0.7609728883388942,13,0.4748201696715792
Labrador,large,high,friendly,6,0.8788262027442285,94,Beagle,medium,high,friendly,1,0.8956042829296198,28,0.9857652894520152
Golden Retriever,large,high,friendly,4,0.917380890736059,89,Border Collie,medium,high,intelligent,5,0.8223603741069001,45,1.0
Border Collie,medium,high,intelligent,10,0.6327814610815394,30,Husky,large,high,energetic,9,0.6987224338629456,94,0.8910914032450199
Beagle,medium,high,friendly,1,0.7345986424555029,32,Chihuahua,small,medium,nervous,4,0.41390313758221925,12,0.7131722020292817
Labrador,large,high,friendly,1,0.9594458403193963,96,Boxer,large,high,playful,10,0.8481673869959498,83,0.9652450196728444
Corgi,small,medium,friendly,8,0.6452359461916173,16,Dachshund,small,medium,stubborn,6,0.5505481991832455,11,0.9661066705397101
Poodle,medium,medium,intelligent,14,0.761910332146007,27,Border Collie,medium,high,intelligent,5,0.5241995768124506,31,0.709340764574185
Beagle,medium,medium,friendly,7,0.8404462741256603,46,Bulldog,medium,high,calm,6,0.49310720171014477,29,0.9457734914419407
Dachshund,small,medium,stubborn,5,0.424020181430103,18,Poodle,medium,medium,intelligent,12,0.43862157021045306,45,0.6340556463056027
Corgi,small,medium,friendly,5,0.8194969037423256,18,Border Collie,medium,high,intelligent,5,0.5979588631843956,34,0.7931938597384743
Boxer,large,high,playful,3,0.7009956393796133,97,Shih Tzu,small,low,calm,1,0.6812718584124746,10,0.34246409799065197
Border Collie,medium,high,intelligent,5,0.4466755107909925,32,Boxer,large,high,playful,10,0.7372969262820239,78,0.8160784673819381
Corgi,small,medium,friendly,10,0.6126198624840226,16,Corgi,small,medium,friendly,1,0.7727844350948221,17,1.0
Beagle,medium,high,friendly,4,0.9976831642869651,52,Rottweiler,large,medium,protective,1,0.4325503840451975,65,0.6346172598882981
Beagle,medium,high,friendly,12,0.8949103421586458,56,Beagle,medium,high,friendly,9,0.8554171757352216,46,1.0
Chihuahua,small,high,nervous,11,0.33287519454049025,17,Shih Tzu,small,low,calm,11,0.48738359527266545,23,0.5175157124111093
Labrador,large,high,friendly,6,0.9179605204950163,84,Corgi,small,medium,friendly,13,0.6649494363606272,18,0.5516595919820297
Labrador,large,high,friendly,7,0.9193514253658134,97,Corgi,small,high,friendly,4,0.7990142794719404,12,1.0
Bulldog,medium,medium,calm,3,0.686948215369887,55,German Shepherd,large,high,protective,9,0.7539815606579197,94,0.6468242267092325
Labrador,large,medium,friendly,14,0.7830595816971362,75,Chihuahua,small,medium,nervous,2,0.40003066076989424,12,0.44902589169882756
Boxer,large,high,playful,6,0.6370663794275875,73,Corgi,small,medium,friendly,8,0.7150834931385055,15,0.5288497492743539
German Shepherd,large,high,protective,12,0.6085185351960404,89,Boxer,large,high,playful,9,0.895643850183678,83,0.8804243598926816
Chihuahua,small,medium,nervous,4,0.4393934969868064,14,Beagle,medium,medium,friendly,5,0.8846940681312574,25,1.0
German Shepherd,large,low,protective,2,0.6413106181929223,93,Boxer,large,high,playful,4,0.7827236173805109,98,0.511056390566092
Golden Retriever,large,medium,friendly,3,0.9005311244358156,97,Dachshund,small,medium,stubborn,13,0.5593836431217958,13,0.4838361210922679
Labrador,large,high,friendly,13,0.8882414606812232,83,German Shepherd,large,high,protective,8,0.5846104339122545,92,0.9263154073205744
Golden Retriever,large,high,friendly,14,0.6891090424739512,89,Boxer,large,high,playful,10,0.8673685684012405,77,0.8745730898926377
Poodle,medium,medium,intelligent,12,0.7824411882644724,37,German Shepherd,large,high,protective,5,0.7082050699244243,67,0.6673405149334485
Pomeranian,small,medium,bold,13,0.549581357410174,12,Rottweiler,large,low,protective,7,0.4341220581268431,65,0.26059401153712736
Border Collie,medium,high,intelligent,6,0.7892259972251585,26,Chihuahua,small,medium,nervous,2,0.41937250583046637,23,0.6593824451913997
Dachshund,small,medium,stubborn,9,0.2558053141074179,22,Labrador,large,high,friendly,2,1.0,71,0.41809011759322673
German Shepherd,large,high,protective,1,0.5419538839058884,87,German Shepherd,large,high,protective,1,0.5335948454990029,83,1.0
Dachshund,small,medium,stubborn,14,0.4386231624721693,6,Pomeranian,small,medium,bold,4,0.5405510538215282,5,0.6650180372216256
Boxer,large,medium,playful,12,0.7544446608331207,68,Boxer,large,high,playful,12,0.8676838366973301,85,1.0
Bulldog,medium,low,calm,14,0.5558585224260196,47,German Shepherd,large,high,protective,2,0.6550821115449716,64,0.3071754723797008
Labrador,large,high,friendly,1,0.8233489397451327,71,Border Collie,medium,medium,intelligent,3,0.6607397054410215,53,0.8166920179232016
German Shepherd,large,high,protective,11,0.6629838706962691,69,German Shepherd,large,high,protective,4,0.6738388916808098,74,0.8398285376809911
German Shepherd,large,medium,protective,6,0.6837441605848869,74,Labrador,large,medium,friendly,10,0.7401433471771377,61,0.9423155225829108
Beagle,medium,high,friendly,5,0.7462053296137521,35,German Shepherd,large,high,protective,8,0.7365689366183731,86,0.8743353363090222
Bulldog,medium,low,calm,6,0.7390971826894476,59,Pomeranian,small,medium,bold,10,0.42905421860379195,6,0.644464818905915
Dachshund,small,medium,stubborn,9,0.5973331826503477,18,German Shepherd,large,high,protective,5,0.8560905328536583,97,0.4065894896867724
Border Collie,medium,low,intelligent,3,0.7567172945587742,58,German Shepherd,large,high,protective,14,0.607896450401321,89,0.22611140781215222
Pomeranian,small,medium,bold,14,0.6187252799364995,16,Shih Tzu,small,low,calm,7,0.6568601746788266,20,0.7982988595536566
Rottweiler,large,medium,protective,2,0.5814595097039749,88,German Shepherd,large,high,protective,13,0.5791449121300075,84,0.5587416587868606
Dachshund,small,high,stubborn,12,0.5832388276551125,8,Poodle,medium,medium,intelligent,14,0.6136600147938225,47,0.7043963319442195
Chihuahua,small,high,nervous,12,0.40232845810779017,11,Labrador,large,high,friendly,1,0.8022042990618051,75,0.4790078941130208
Chihuahua,small,high,nervous,13,0.4798564810944678,11,Boxer,large,medium,playful,9,0.9426920654615508,98,0.41911269887550107
German Shepherd,large,high,protective,1,0.6922036945853783,80,Chihuahua,small,medium,nervous,11,0.3179999752477829,6,0.2864221608572367
Bulldog,medium,high,calm,9,0.7936373205194921,28,Beagle,medium,high,friendly,2,0.9996459949174428,35,1.0
Labrador,large,high,friendly,4,0.9449371965124407,67,Dachshund,small,medium,stubborn,10,0.5127662485043007,14,0.44566431116558436
Bulldog,medium,medium,calm,11,0.49777333690539183,28,Beagle,medium,high,friendly,7,0.6461837403366876,51,0.8333998719810465
Boxer,large,high,playful,4,0.988798420030588,99,Labrador,large,high,friendly,12,0.9332831003721788,95,0.9965010236451434
German Shepherd,large,high,protective,10,0.5443355732375316,88,Dachshund,small,medium,stubborn,8,0.44512128370253135,21,0.2817230526184256
Beagle,medium,high,friendly,11,0.7766711897921169,52,Golden Retriever,large,high,friendly,11,0.9544960912328986,73,0.9377302026601193
